,Language,Meaning,Phonological Form,cc,ASJP
137,German,turn,'vɛndn̩,turn:U,vEndn
145,Catalan,turn,ʒi'ɾa,turn:A,Zira
146,Portuguese,turn,ʒiˈɾaɾ,turn:A,Zirar
147,Portuguese,turn,viˈɾaɾ,turn:F,virar
149,Spanish,turn,xi'ɾaɾ,turn:A,xirar
155,French,turn,tuʀne,turn:I,turne
163,Italian,turn,dʒi'rare,turn:A,dZirare
10,Greek,fruit,ˈfruto̞,fruit:B,fruto
37,Bengali,fruit,"pʰɔl, fɔl",fruit:E,polfol
42,Hindi,fruit,pʰəl,fruit:E,p3l
55,Bulgarian,fruit,pɫɔd,fruit:G,pLod
57,Russian,fruit,pɫɔd,fruit:G,pLod
58,Polish,fruit,ˈɔvɔts,fruit:H,ovots
60,Ukrainian,fruit,plʲid,fruit:G,plid
62,Czech,fruit,plɔd,fruit:G,plod
71,Icelandic,fruit,ˈald̥ɪn,fruit:S,aldin
72,Icelandic,fruit,ˈauːvœxstʏr,fruit:U,auvExstir
79,Swedish,fruit,frɵkt,fruit:B,fr3kt
83,Danish,fruit,fʁɔg̥d̥ʰ,fruit:B,fGogd
89,English,fruit,fru:t,fruit:B,frut
91,Dutch,fruit,vrʏχt,fruit:B,vriGt
97,German,fruit,fruxt,fruit:B,fruxt
103,Catalan,fruit,"fru'i, 'fruijt",fruit:B,fruifruiyt
104,Portuguese,fruit,"ˈfɾutɐ, ˈfɾutu",fruit:B,frutafrutu
105,Spanish,fruit,'fɾuta,fruit:B,fruta
111,French,fruit,fʀɥi,fruit:B,fryi
117,Italian,fruit,'frutto,fruit:B,frutto
123,Breton,fruit,ˈfrweːs,fruit:B/V,frwes
11,Greek,dig,ˈskavo̞,dig:B,skavo
59,Bulgarian,dig,kuˈpajə,dig:B,kupay3
61,Russian,dig,rɨtʲ,dig:O,r3t
62,Russian,dig,kɔˈpatʲ,dig:B,kopat
63,Polish,dig,ˈkɔpaʨ,dig:B,kopaC
65,Ukrainian,dig,kɔˈpatɪ,dig:B,kopati
67,Czech,dig,ˈkɔpat,dig:B,kopat
75,Icelandic,dig,ˈɡ̊raːva,dig:N,grava
80,Swedish,dig,ˈgrɛ̀:va,dig:N,grEva
84,Danish,dig,ˈg̥ʁɑːvə,dig:N,gGov3
90,English,dig,dɪg,dig:I,dig
93,Dutch,dig,'dɛlvə(n),dig:P,dElv3n
94,Dutch,dig,ˈɣravə,dig:N,xrav3
101,German,dig,'gra:bn̩,dig:N,grabn
108,Catalan,dig,kə'βa,dig:G,k3ba
109,Portuguese,dig,kɐˈvaɾ,dig:G,kavar
110,Spanish,dig,ka'βaɾ,dig:G,kabar
124,Italian,dig,ska'vare,dig:G,skavare
126,Romanian,dig,a ek.skaˈva,dig:G,aekskava
133,Breton,dig,ˈkløːzã,dig:H,kleza
134,Breton,dig,"ˈkawɑ̃, ˈkaːvǝ, ˈkaɥɛɲ",dig:G,kawokav3kayEN
10,Greek,breast,ˈstiθo̞s,breast:I,sti8os
11,Greek,breast,viˈzi,breast:Z,vizi
52,Bulgarian,breast,ɡrɤd,breast:E,grod
54,Russian,breast,grudʲ,breast:E,grud
55,Polish,breast,pjɛrɕ,breast:D,pyErS
57,Ukrainian,breast,ˈɦrudɪ,breast:E,hrudi
60,Czech,breast,ɦruɟ,breast:E,hruC
69,Icelandic,breast,ˈb̥rjoust,breast:C,bryoust
73,Swedish,breast,brøst,breast:C,brest
75,Danish,breast,ˈb̥ʁɶsd̥,breast:C,bGEsd
94,French,breast,mamɛl,breast:A,mamEl
95,French,breast,tetɔ̃,breast:M,teto
96,French,breast,sɛ̃,breast:H,sE
103,Italian,breast,mam'mɛlla,breast:A,mammElla
104,Italian,breast,'tetta,breast:M,tetta
105,Italian,breast,'poppa,breast:B,poppa
116,Breton,breast,ˈbrɔ̃nː,breast:C,bron
118,Welsh,breast,brɔn,breast:C,bron
10,Greek,salt,a'lati,salt:B,alati
57,Bulgarian,salt,sɔɫ,salt:B,soL
59,Russian,salt,sɔlʲ,salt:B,sol
60,Polish,salt,sul,salt:B,sul
62,Ukrainian,salt,silʲ,salt:B,sil
64,Czech,salt,suːl,salt:B,sul
72,Icelandic,salt,sal̥t,salt:B,salt
77,Swedish,salt,salt,salt:B,salt
81,Danish,salt,salˀd̥ʰ,salt:B,sald
85,English,salt,sɔ:lt,salt:B,solt
87,Dutch,salt,zɑut,salt:B,zout
92,German,salt,zalt͜s,salt:B,zalts
99,Catalan,salt,sal,salt:B,sal
100,Portuguese,salt,sal,salt:B,sal
101,Spanish,salt,sal,salt:B,sal
107,French,salt,sɛl,salt:B,sEl
113,Italian,salt,'sale,salt:B,sale
119,Breton,salt,"ˈhoːlen, ˈoːlen",salt:B,holenolen
12,Greek,many,po̞ˈli,many:B,poli
47,Bengali,many,ɔnek,many:F,onek
51,Hindi,many,bəˈɦʊt,many:E,b3hut
65,Bulgarian,many,ˈmnɔɡu,many:H,mnogu
67,Russian,many,'mnɔgɔ,many:H,mnogo
68,Polish,many,ˈduʐɔ,many:M,duZo
70,Ukrainian,many,baˈɦatɔ,many:P,bahato
73,Czech,many,ˈmnɔɦɔ,many:H,mnoho
79,Lithuanian,many,dɐuɡ,many:M,daug
81,Icelandic,many,ˈmarɡ̊ɪr,many:H,margir
86,Swedish,many,ˈmɔ̀ŋːa,many:H,moNa
91,Danish,many,ˈmɑŋə,many:H,moN3
97,English,many,'mɛnɪ,many:H,mEni
100,Dutch,many,vel,many:B,vel
106,German,many,fi:l,many:B,fil
114,Catalan,many,"moɫ, moɫt",many:G,moLmoLt
115,Portuguese,many,ˈmũĩtu,many:G,muitu
116,Spanish,many,'muʧos,many:G,muCos
122,French,many,boku,many:I,boku
135,Italian,many,'molti,many:G,molti
136,Romanian,many,mulʦʲ,many:G,mulc
145,Breton,many,ˈkals,many:Ai,kals
14,Greek,ear,afˈti,ear:B,afti
62,Bulgarian,ear,uˈxɔ,ear:B,uxo
64,Russian,ear,'uxo,ear:B,uxo
65,Polish,ear,ˈuxɔ,ear:B,uxo
67,Ukrainian,ear,ˈʋuxɔ,ear:B,wuxo
69,Czech,ear,ˈuxɔ,ear:B,uxo
75,Lithuanian,ear,ɐʊˈsʲɪs,ear:B,ausis
77,Icelandic,ear,ˈeiːra,ear:B,eira
82,Swedish,ear,œ̀ːra,ear:B,Era
86,Danish,ear,ˈø̞:ʌ,ear:B,eo
91,English,ear,ɪə,ear:B,i3
93,Dutch,ear,or,ear:B,or
98,German,ear,o:ɐ̯,ear:B,oa
104,Catalan,ear,u'rɛʎə,ear:B,urEl3
105,Portuguese,ear,oˈɾɐʎɐ,ear:B,orala
106,Spanish,ear,o'ɾexa,ear:B,orexa
112,French,ear,ɔʀɛj,ear:B,orEy
118,Italian,ear,o'rekkjo,ear:B,orekkyo
119,Romanian,ear,uˈreke,ear:B,ureke
128,Breton,ear,"ˈskuːarn, ˈskwarn",ear:D,skuarnskwarn
130,Irish,ear,kl̪ˠuəsˠ,ear:E,klu3s
16,Greek,thou,e̞ˈsi,thou:A,esi
46,Nepali,thou,timi,thou:E,timi
47,Nepali,thou,tə̃,thou:A,t3
55,Bengali,thou,'θʊmi:,thou:E,8umi
61,Hindi,thou,t̪uː,thou:A,tu
73,Bulgarian,thou,ti,thou:A,ti
75,Russian,thou,tɨ,thou:A,t3
76,Polish,thou,tɘ̟,thou:A,t3
78,Ukrainian,thou,tɪ,thou:A,ti
80,Czech,thou,tɪ,thou:A,ti
86,Lithuanian,thou,tʊ,thou:A,tu
88,Icelandic,thou,θu:,thou:A,8u
93,Swedish,thou,dʉː,thou:A,d3
97,Danish,thou,du,thou:A,du
102,English,thou,ðaʊ,thou:A,8au
104,Dutch,thou,jə,thou:B,y3
105,Dutch,thou,ɣɛi,thou:B,xEi
113,German,thou,du:,thou:A,du
121,Catalan,thou,tu,thou:A,tu
122,Portuguese,thou,tu,thou:A,tu
123,Spanish,thou,tu,thou:A,tu
130,French,thou,ty,thou:A,ti
136,Italian,thou,tu,thou:A,tu
137,Romanian,thou,tu,thou:A,tu
149,Irish,thou,t̪ˠuː,thou:A,tu
12,Greek,hear,aˈkuˌo̞,hear:B,akuo
60,Bulgarian,hear,ˈtʃuvəm,hear:T,tSuv3m
62,Russian,hear,'sɫɨʂatʲ,hear:E,sL3Sat
63,Polish,hear,ˈswɘ̟ʃɛtɕ,hear:E,sw3SEtS
65,Ukrainian,hear,ˈtʂutɪ,hear:T,tSuti
67,Czech,hear,ˈslɪʃɛt,hear:E,sliSEt
75,Icelandic,hear,ˈheiːra,hear:B,heira
80,Swedish,hear,ˈhœ̀:ra,hear:B,hEra
84,Danish,hear,ˈhø:ʌ,hear:B,heo
89,English,hear,hɪə,hear:B,hi3
91,Dutch,hear,'horə(n),hear:B,hor3n
96,German,hear,'hørən,hear:B,her3n
102,Catalan,hear,sən'ti,hear:I,s3nti
103,Portuguese,hear,oˈviɾ,hear:G,ovir
104,Spanish,hear,o'iɾ,hear:G,oir
110,French,hear,ɑ̃tɑ̃dʀ,hear:J,otodr
120,Italian,hear,u'dire,hear:G,udire
121,Italian,hear,sen'tire,hear:I,sentire
128,Breton,hear,ˈklɛːvɛt,hear:E,klEvEt
131,Irish,hear,kl̪ˠɪnʲ,hear:E,klin
132,Irish,hear,kl̪ˠɔʃ,hear:E,kloS
18,Greek,big,me̞ˈɣalo̞s,big:B,mexalos
56,Bengali,big,"bɔɽo, bɔɹo",big:C,boroboro
60,Hindi,big,bəɽɑː,big:C,b3ro
72,Bulgarian,big,ɡuˈlʲam,big:E,gulam
74,Russian,big,bolʲ'ʂɔj,big:Ai,bolSoy
75,Polish,big,ˈduʐɘ̟,big:Ah,duZ3
77,Ukrainian,big,ʋɛˈɫɪkɪj,big:F,wELikiy
79,Czech,big,ˈvɛlkiː,big:F,vElki
88,Icelandic,big,stouːr,big:O,stour
95,Swedish,big,stuːr,big:O,stur
96,Swedish,big,gru:v,big:A,gruv
100,Danish,big,ˈsd̥ʰoˀɐ̯,big:O,sdoa
105,English,big,bɪg,big:G,big
107,Dutch,big,ɣrot,big:A,xrot
116,German,big,gro:s,big:A,gros
125,Catalan,big,gran,big:D,gran
127,Portuguese,big,ˈɡɾɐ̃ðɨ,big:D,gra83
128,Spanish,big,'ɡɾande,big:D,grande
134,French,big,gʀɑ̃,big:D,gro
141,Italian,big,'grande,big:D,grande
142,Romanian,big,'mare,big:N,mare
154,Breton,big,ˈbraːs,big:Af/Ag,bras
158,Irish,big,mˠɔːr,big:I,mor
14,Greek,name,ˈo̞no̞ˌma,name:A,onoma
45,Bengali,name,nam,name:A,nam
49,Hindi,name,na:m,name:A,nam
61,Bulgarian,name,ˈimɘ,name:A,im3
63,Russian,name,'imʲa,name:A,ima
64,Polish,name,ˈimjɛ(ɰ̃),name:A,imyEw
66,Ukrainian,name,iˈmja,name:A,imya
68,Czech,name,ˈ(j)mɛːnɔ,name:A,ymEno
74,Lithuanian,name,'vardas,name:B,vardas
76,Icelandic,name,napn,name:A,napn
81,Swedish,name,namn,name:A,namn
85,Danish,name,nɑwˀn,name:A,nown
90,English,name,neɪm,name:A,neim
92,Dutch,name,nam,name:A,nam
97,German,name,'na:mə,name:A,nam3
106,Catalan,name,nɔm,name:A,nom
107,Portuguese,name,ˈnɔmɨ,name:A,nom3
108,Spanish,name,'nombɾe,name:A,nombre
114,French,name,nɔ̃,name:A,no
120,Italian,name,'nome,name:A,nome
121,Romanian,name,'nume,name:A,nume
128,Breton,name,"ˈɑ̃nw, ˈɑ̃ːno",name:A,onwono
131,Irish,name,ˈanʲəmʲ,name:A,an3m
10,Greek,wipe,spo̞ˈ(ɲ)ɟizo̞,wipe:J,spoNCizo
49,Bulgarian,wipe,ˈbɤrʃə,wipe:N,borS3
50,Bulgarian,wipe,izˈtrivəm,wipe:G,iztriv3m
52,Russian,wipe,vɨtʲi'ratʲ,wipe:G,v3tirat
53,Polish,wipe,ˈvɘ̟tɕɛratɕ,wipe:G,v3tSEratS
55,Ukrainian,wipe,ʋɪtɪˈratɪ,wipe:G,witirati
57,Czech,wipe,ˈvɪciːrat,wipe:G,viTirat
65,Icelandic,wipe,ˈθʏrːkʰa,wipe:H,8irka
70,Swedish,wipe,ˈtɔ̀rka,wipe:H,torka
74,Danish,wipe,ˈd̥ʰɶɐ̯ʌ,wipe:H,dEao
79,English,wipe,waɪp,wipe:S,waip
81,Dutch,wipe,'veɣə(n),wipe:B,vex3n
86,German,wipe,'vɪʃn̩,wipe:T,viSn
94,Catalan,wipe,nətə'ʒa,wipe:V,n3t3Za
95,Catalan,wipe,əʃu'ɣa,wipe:U,3Suxa
97,Portuguese,wipe,ẽʃuˈɡaɾ,wipe:U,eSugar
99,Spanish,wipe,lim'pjaɾ,wipe:E,limpyar
105,French,wipe,ɛsɥije,wipe:U,Esyiye
111,Italian,wipe,aʃʃu'gare,wipe:Ai,aSSugare
116,Breton,wipe,ˈtɔrʃǝ,wipe:Aj/F,torS3
12,Greek,leg,ˈpo̞ði,leg:Q,po8i
41,Bengali,leg,pa,leg:Q,pa
58,Bulgarian,leg,krak,leg:E,krak
60,Russian,leg,nɔ'ga,leg:F,noga
61,Polish,leg,ˈnɔɡa,leg:F,noga
63,Ukrainian,leg,nɔˈɦa,leg:F,noha
65,Czech,leg,ˈnɔɦa,leg:F,noha
74,Icelandic,leg,ˈfouːtʰʏr,leg:Q,foutir
84,Swedish,leg,beːn,leg:A,ben
91,Danish,leg,b̥eˀn,leg:A,ben
96,English,leg,lɛg,leg:I,lEg
98,Dutch,leg,pot,leg:Q,pot
99,Dutch,leg,ben,leg:A,ben
104,German,leg,baĭn,leg:A,bain
110,Catalan,leg,"ˈkamə, 'kama",leg:H,kam3kama
111,Portuguese,leg,ˈpɛɾnɐ,leg:C,pErna
112,Spanish,leg,'pjeɾna,leg:C,pyerna
118,French,leg,ʒɑ̃b,leg:H,Zob
125,Italian,leg,'gamba,leg:H,gamba
131,Breton,leg,ˈgaːr,leg:D,gar
133,Irish,leg,kos,leg:P,kos
24,Greek,not,mi(n),not:F,min
25,Greek,not,ðe̞n,not:E,8en
60,Hindi,not,nəɦĩː,not:A,n3hi
72,Bulgarian,not,nɛ,not:A,nE
74,Russian,not,nʲɛ,not:A,nE
75,Polish,not,ɲɛ,not:A,NE
77,Ukrainian,not,nɛ,not:A,nE
79,Czech,not,nɛ,not:A,nE
89,Icelandic,not,ˈɛʰcːɪ,not:C,ETi
94,Swedish,not,ˈɪ̀ntə,not:C,int3
98,Danish,not,"eg̥ʰə, eg̥ʰ",not:C,eg3eg
105,English,not,nɒt,not:A,not
107,Dutch,not,nit,not:A,nit
112,German,not,nɪçt,not:A,niSt
121,Catalan,not,no,not:A,no
122,Portuguese,not,nɐ̃ũ,not:A,nau
123,Spanish,not,no,not:A,no
129,French,not,nɔ̃,not:A,no
138,Italian,not,"nɔ, non",not:A,nonon
139,Romanian,not,nu,not:A,nu
149,Breton,not,ne ... ket,not:A,neket
150,Breton,not,"na, nac ... ket",not:A,nanaTket
153,Irish,not,nʲiː,not:A,ni
16,Greek,cut,ˈko̞vo̞,cut:I,kovo
66,Bulgarian,cut,ˈrɛʒə,cut:G,rEZ3
69,Russian,cut,'rʲɛzatʲ,cut:G,rEzat
70,Polish,cut,ʨɔɲʨ,cut:R,CoNC
72,Ukrainian,cut,ˈrizatɪ,cut:G,rizati
74,Czech,cut,ˈr̝ɛzat,cut:G,rEzat
84,Icelandic,cut,ˈscɛːra,cut:E,sTEra
85,Icelandic,cut,ˈstniːða,cut:B,stni8a
93,Swedish,cut,ˈɧæ̀ːra,cut:E,SEra
99,Danish,cut,ˈsg̥ʰɛːʌ,cut:E,sgEo
105,English,cut,kʌt,cut:Q,kot
107,Dutch,cut,'snɛidə(n),cut:B,snEid3n
113,German,cut,'ʃnaĭdn̩,cut:B,Snaidn
121,Catalan,cut,tə'ʎa,cut:T,t3la
122,Portuguese,cut,kuɾˈtaɾ,cut:E,kurtar
123,Spanish,cut,koɾ'taɾ,cut:E,kortar
130,French,cut,kupe,cut:H,kupe
136,Italian,cut,taʎ'ʎare,cut:T,tallare
143,Breton,cut,ˈskeːʒã,cut:V,skeZa
144,Breton,cut,ˈtroːɣã,cut:F,troxa
10,Greek,short,ko̞ˈndo̞s,short:H,kondos
51,Bulgarian,short,kɤs,short:Ab,kos
53,Russian,short,kɔ'rɔtkʲij,short:D,korotkiy
54,Polish,short,ˈkrutkʲi,short:D,krutki
56,Ukrainian,short,kɔˈrotkɪj,short:D,korotkiy
58,Czech,short,ˈkraːtkiː,short:D,kratki
67,Icelandic,short,ˈskamːʏr,short:Q,skamir
68,Icelandic,short,ˈstʏʰtːʏr,short:G,stitir
77,Swedish,short,kɔrt,short:B,kort
81,Danish,short,g̥ʰɒ:d̥ʰ,short:B,god
85,English,short,ʃɔ:t,short:D,Sot
87,Dutch,short,kɔrt,short:B,kort
93,German,short,kʊrt͜s,short:B,kurts
99,Catalan,short,kuɾ,short:D,kur
100,Portuguese,short,ˈkuɾtu,short:D,kurtu
102,Spanish,short,'koɾto,short:D,korto
108,French,short,kuʀ,short:D,kur
114,Italian,short,'korto,short:D,korto
6,Greek,float,e̞piˈple̞ˌo̞,float:D,epipleo
39,Bulgarian,float,ˈpɫavəm,float:D,pLav3m
41,Russian,float,'pɫavatʲ,float:D,pLavat
42,Polish,float,ˈpwɘ̟vatɕ,float:D,pw3vatS
44,Ukrainian,float,ˈpɫavatɪ,float:D,pLavati
46,Czech,float,plɔut,float:D,plout
54,Icelandic,float,ˈfljouːtʰa,float:D,flyouta
60,Swedish,float,ˈflỳ:ta,float:D,flita
64,Danish,float,ˈfly:ðə,float:D,fli83
69,English,float,fləʊt,float:D,fl3ut
71,Dutch,float,'drɛivə(n),float:A,drEiv3n
77,German,float,'ʃvɪmən,float:K,Svim3n
84,Portuguese,float,flutuˈaɾ,float:D,flutuar
85,Portuguese,float,bojˈaɾ,float:B,boyar
86,Spanish,float,flo'taɾ,float:D,flotar
92,French,float,flɔte,float:D,flote
98,Italian,float,galled'dʒare,float:H,galleddZare
106,Breton,float,"ˈfloːdĩ, ˈfloːdã",float:D/X,flodifloda
10,Greek,swim,ˌko̞liˈmbo̞,swim:H,kolimbo
54,Bulgarian,swim,ˈpɫuvəm,swim:F,pLuv3m
56,Russian,swim,pɫɨtʲ,swim:F,pL3t
57,Polish,swim,ˈpwɘ̟vatɕ,swim:F,pw3vatS
59,Ukrainian,swim,ˈpɫaʋatɪ,swim:F,pLawati
61,Czech,swim,ˈplavat,swim:F,plavat
68,Icelandic,swim,ˈsɪnd̥a,swim:B,sinda
73,Swedish,swim,ˈsɪ̀mːa,swim:B,sima
77,Danish,swim,ˈsvœmə,swim:B,svEm3
81,English,swim,swɪm,swim:B,swim
83,Dutch,swim,'zwɛmə(n),swim:B,zwEm3n
88,German,swim,'ʃvɪmən,swim:B,Svim3n
94,Catalan,swim,nə'ða,swim:D,n38a
95,Portuguese,swim,nɐˈdaɾ,swim:D,nadar
96,Spanish,swim,na'ðaɾ,swim:D,na8ar
102,French,swim,naʒe,swim:D,naZe
108,Italian,swim,nwo'tare,swim:D,nwotare
11,Greek,fight,paˈle̞vo̞,fight:K,palevo
60,Bulgarian,fight,ˈbɔrʲə sɛ,fight:H,bor3sE
62,Russian,fight,'dratʲsʲa,fight:Al,dratsa
63,Russian,fight,bɔˈrɔtʲsʲa,fight:H,borotsa
64,Polish,fight,ˈvaltʂɘ̟tɕ,fight:Am,valtS3tS
65,Polish,fight,ˈbitɕ ɕɛ(ɰ̃),fight:G,bitSSEw
68,Ukrainian,fight,bɔˈrɔtɪsʲa,fight:H,borotisa
71,Czech,fight,ˈbɔjɔvat,fight:G,boyovat
72,Czech,fight,ˈzapasit,fight:Ap,zapasit
73,Czech,fight,biːt sɛ,fight:G,bitsE
88,Icelandic,fight,ˈvɛːɣa,fight:P,vExa
89,Icelandic,fight,ˈstriːða,fight:N,stri8a
90,Icelandic,fight,ˈb̥ɛrjast,fight:H,bEryast
91,Icelandic,fight,ˈstlaust,fight:Q,stlaust
104,Swedish,fight,slɔsː,fight:Q,slos
105,Swedish,fight,ˈɕɛ̀mpa,fight:I,SEmpa
106,Swedish,fight,ˈstrì:da,fight:N,strida
112,Danish,fight,ˈsd̥ʁiːðə,fight:N,sdGi83
113,Danish,fight,ˈg̥ʰɛmb̥ə,fight:I,gEmb3
114,Danish,fight,slʌs,fight:Q,slos
123,English,fight,faɪt,fight:B,fait
125,Dutch,fight,'vɛχtə(n),fight:B,vEGt3n
130,German,fight,'kɛmp͜fn̩,fight:I,kEmpfn
138,Catalan,fight,kum'batrə,fight:X,kumbatr3
140,Catalan,fight,bətə'ʎa,fight:X,b3t3la
141,Portuguese,fight,luˈtaɾ,fight:W,lutar
146,Spanish,fight,pele'aɾ,fight:U,pelear
153,French,fight,sə batʀ,fight:X,s3batr
159,Italian,fight,kom'battere,fight:X,kombattere
165,Breton,fight,ˈkãnːã,fight:F,kana
13,Greek,four,ˈte̞se̞ˌra,four:N,tesera
35,Nepali,four,tʃar,four:N,tSar
55,Bulgarian,four,ˈtʃɛtiri,four:N,tSEtiri
57,Russian,four,tʃɛ'tɨrʲi,four:N,tSEt3ri
58,Polish,four,ˈtʂtɛrɘ̟,four:N,tStEr3
60,Ukrainian,four,tʂɔˈtɪrɪ,four:N,tSotiri
62,Czech,four,ˈtʃtɪr̝ɪ,four:N,tStiri
70,Icelandic,four,ˈfjouːrɪr,four:N,fyourir
75,Swedish,four,ˈfỳːra,four:N,fira
79,Danish,four,ˈfi:ʌ,four:N,fio
83,English,four,fɔ:,four:N,fo
85,Dutch,four,vir,four:N,vir
90,German,four,fi:ɐ̯,four:N,fia
98,Catalan,four,'kwatɾə,four:N,kwatr3
99,Portuguese,four,ˈkuatɾu,four:N,kuatru
100,Spanish,four,'kwatɾo,four:N,kwatro
106,French,four,katʀ,four:N,katr
112,Italian,four,'kwattro,four:N,kwattro
113,Romanian,four,'patru,four:N,patru
119,Breton,four,ˈpeːvar,four:N,pevar
13,Greek,rightside,ðe̞ˌksiˈo̞s,rightside:G,8eksios
59,Bulgarian,rightside,dɘˈsɛn,rightside:G,d3sEn
61,Russian,rightside,'pravɨj,rightside:L,prav3y
62,Polish,rightside,ˈpravɘ̟,rightside:L,prav3
64,Ukrainian,rightside,ˈpravɪj,rightside:L,praviy
66,Czech,rightside,ˈpraviː,rightside:L,pravi
74,Icelandic,rightside,ˈhaiɣrɪ,rightside:M,haixri
79,Swedish,rightside,ˈhø:gər,rightside:M,heg3r
83,Danish,rightside,ˈhʌjʁʌ,rightside:M,hoyGo
87,English,rightside,raɪt,rightside:D,rait
88,Dutch,rightside,"rɛχts, 'rɛχtər",rightside:D,rEGtsrEGt3r
93,German,rightside,rɛçt,rightside:D,rESt
102,Catalan,rightside,dɾɛt,rightside:D,drEt
103,Portuguese,rightside,diˈɾejtɐ,rightside:D,direyta
104,Spanish,rightside,de'ɾeʧa,rightside:D,dereCa
110,French,rightside,dʀwɑ,rightside:D,drwo
118,Italian,rightside,'dɛstro,rightside:G,dEstro
120,Romanian,rightside,drept,rightside:D,drept
126,Breton,rightside,"ˈdeːhoʷ, ˈdeː(h)u",rightside:G,dehodehu
128,Irish,rightside,dʲas,rightside:G,das
16,Greek,bird,pu'li,bird:I,puli
57,Bengali,bird,pakʰi,bird:E,paki
63,Hindi,bird,tʃɪɽɪjɑ,bird:K,tSiriyo
76,Bulgarian,bird,ˈptitsə,bird:H,ptits3
78,Russian,bird,'ptʲitsa,bird:H,ptitsa
79,Polish,bird,ptak,bird:H,ptak
81,Ukrainian,bird,ptax,bird:H,ptax
83,Czech,bird,ptaːk,bird:H,ptak
89,Lithuanian,bird,ˈpɐukʲʃʲtʲɪs,bird:H,paukStis
91,Icelandic,bird,fʏɡ̊l,bird:B,figl
96,Swedish,bird,ˈfo:gəl,bird:B,fog3l
100,Danish,bird,fuˀl,bird:B,ful
107,Dutch,bird,'voɣəl,bird:B,vox3l
112,German,bird,'fo:gl̩,bird:B,fogl
119,Catalan,bird,u'seʎ,bird:F,usel
122,Portuguese,bird,ˈavɨ,bird:F,av3
123,Spanish,bird,'paxaɾo,bird:G,paxaro
130,French,bird,wazo,bird:F,wazo
136,Italian,bird,ut'tʃɛllo,bird:F,uttSEllo
146,Breton,bird,ˈlaːbus,bird:L,labus
147,Breton,bird,"ˈẽvn, ˈẽwn, ẽːn",bird:G,evnewnen
150,Irish,bird,eːnˠ,bird:G,en
15,Greek,night,nyçta,night:B,niSta
55,Hindi,night,ra:t̪,night:D,rat
67,Bulgarian,night,nɔʃt,night:B,noSt
69,Russian,night,nɔtʃ,night:B,notS
70,Polish,night,nɔts,night:B,nots
72,Ukrainian,night,nʲitʂ,night:B,nitS
74,Czech,night,nɔts,night:B,nots
80,Lithuanian,night,nɐkˈtɪs,night:B,naktis
82,Icelandic,night,nouʰtː,night:B,nout
87,Swedish,night,natː,night:B,nat
91,Danish,night,nad̥ʰ,night:B,nad
96,English,night,naɪt,night:B,nait
99,Dutch,night,nɑχt,night:B,noGt
104,German,night,naxt,night:B,naxt
110,Catalan,night,nit,night:B,nit
111,Portuguese,night,ˈnɔjtɨ,night:B,noyt3
112,Spanish,night,'noʧe,night:B,noCe
118,French,night,nɥi,night:B,nyi
125,Italian,night,'nɔtte,night:B,notte
126,Romanian,night,ˈno̯ap.te,night:B,noapte
133,Breton,night,ˈnoːs,night:B,nos
135,Welsh,night,noːs,night:B,nos
136,Irish,night,"ˈiːçə, ˈiːhə, ˈiː",night:E,iS3ih3i
11,Greek,liver,siˈko̞ti,liver:K,sikoti
57,Bulgarian,liver,ˈtʃɛrɘn drɔb,liver:H,tSEr3ndrob
60,Russian,liver,'pʲɛtʃɛnʲ,liver:J,pEtSEn
61,Polish,liver,vɔnˈtrɔba,liver:I,vontroba
63,Ukrainian,liver,pɛˈtʂinka,liver:J,pEtSinka
65,Czech,liver,ˈjaːtra,liver:I,yatra
73,Icelandic,liver,ˈlɪːvʏr,liver:B,livir
77,Swedish,liver,ˈle:vər,liver:B,lev3r
81,Danish,liver,ˈlewʌ,liver:B,lewo
85,English,liver,'lɪvə,liver:B,liv3
87,Dutch,liver,'levər,liver:B,lev3r
92,German,liver,'le:bɐ,liver:B,leba
97,Catalan,liver,'fedʒə,liver:F,fedZ3
98,Portuguese,liver,ˈfiɣɐðu,liver:F,fixa8u
99,Spanish,liver,'iɣaðo,liver:F,ixa8o
105,French,liver,fwa,liver:F,fwa
115,Italian,liver,'fegato,liver:F,fegato
123,Breton,liver,ˈaːvy,liver:D,avi
126,Irish,liver,e:,liver:D,e
18,Greek,black,ˈmavro̞s,black:J,mavros
55,Hindi,black,ka:la:,black:E,kala
66,Bulgarian,black,ˈtʃɛrɘn,black:H,tSEr3n
68,Russian,black,'tʃɔrnɨj,black:H,tSorn3y
69,Polish,black,ˈtʂarnɘ̟,black:H,tSarn3
71,Ukrainian,black,ˈtʂɔrnɪj,black:H,tSorniy
73,Czech,black,ˈtʃɛrniː,black:H,tSErni
79,Lithuanian,black,ˈjuɔdɐs,black:L,yuodas
81,Icelandic,black,ˈsvar̥tʰʏr,black:B,svartir
86,Swedish,black,svaʈː,black:B,svat
90,Danish,black,sɒ:d̥ʰ,black:B,sod
95,English,black,blæk,black:I,blEk
97,Dutch,black,zwɑrt,black:B,zwort
102,German,black,ʃwart͜s,black:B,Swarts
110,Catalan,black,"ˈnɛɣɾə, ˈneɣɾe",black:F,nExr3nexre
111,Portuguese,black,'neɡɾu,black:F,negru
112,Portuguese,black,ˈpɾetu,black:N,pretu
113,Spanish,black,'neɣɾo,black:F,nexro
119,French,black,nwaʀ,black:F,nwar
126,Italian,black,'nero,black:F,nero
128,Romanian,black,ˈneɡru,black:F,negru
